Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Hunt Substation,Idaho Power,42.6326817,-114.2325267,ID,electric
Grager Substation,Minnkota Power Cooperative,46.857687,-96.8838221,ND,electric
Beaumont Substation,Mississippi Power,31.1774655,-88.9208506,MS,electric
School Street Substation,Commonwealth Edison,41.9399228,-87.786474,IL,electric
CTA Nagle Substation,Chicago Transit Authority,41.9826998,-87.7845152,IL,electric
Broadview Substation,CPS Energy,29.4790491,-98.5862856,TX,electric
Greenlee Substation,Tucson Electric Power,32.9668001,-109.1723335,AZ,electric
Greenlee Substation,Arizona Electric Power Cooperative,32.9707399,-109.169195,AZ,electric
CTA Bryn Mawr Substation,Chicago Transit Authority,41.9820536,-87.8097971,IL,electric
Hathaway Street Substation,National Grid,41.7160106,-71.1571881,MA,electric
Hathaway Street Substation,National Grid,41.7158268,-71.1562127,MA,electric
Hathaway Street Substation,National Grid,41.7160293,-71.1576088,MA,electric
CTA Substation RB-40 Building,Chicago Transit Authority,41.9800761,-87.8964711,IL,electric
Cove Road Substation,Appalachian Power Company,37.3039029,-79.9853538,VA,electric
CTA O'Hare Substation,Chicago Transit Authority,41.9803234,-87.8981722,IL,electric
36th & Lewis Substation,Public Service Company of Oklahoma,36.111866,-95.9574067,OK,electric
Statesboro Primary Substation,Georgia Power,32.4130095,-81.7979596,GA,electric
Treutlen Substation,Georgia Power,32.3528313,-81.3489561,GA,electric
Stillmore Substation,Georgia Power,32.4866014,-82.1714405,GA,electric
Plant McIntosh,Georgia Power,32.3568186,-81.1703463,GA,electric
Addlestone Substation,Georgia Power,32.4055384,-82.0495964,GA,electric
Register Substation,Georgia Power,32.4196893,-81.879453,GA,electric
McIntosh Combined Cycle Facility,Georgia Power,32.3475777,-81.1821054,GA,electric
Bicknell Substation,SWTC,31.9221236,-111.0605282,AZ,electric
Temple Station,National Grid,43.0395971,-76.1524129,NY,electric
Americus Primary Substation,Georgia Power,32.079964,-84.2316692,GA,electric
North Americus Substation,Georgia Power,32.0976505,-84.2117008,GA,electric
Ashburn Substation,Georgia Power,31.6939641,-83.6526911,GA,electric
Afton Generating Station,Public Service Co of NM,32.1136874,-106.8472015,NM,electric
CTA Harding Substation,Chicago Transit Authority,41.8541669,-87.7238889,IL,electric
CTA Kedzie Substation,Chicago Transit Authority,41.8738529,-87.7063528,IL,electric
CTA Springfield Substation,Chicago Transit Authority,41.8856053,-87.7241042,IL,electric
Remer Substation,DTE Energy,42.7721576,-82.4904903,MI,electric
Dean Power Plant,DTE Energy,42.7742311,-82.4817048,MI,electric
Saint Clair Substation,ITC,42.7642558,-82.4746035,MI,electric
Russell Substation,Ameren Missouri,38.602377,-90.2002028,MO,electric
Wansley Power Plant,Georgia Power,33.4125467,-85.0335508,GA,electric
Pine Mountain Substation,Georgia Power,32.8822043,-84.8894383,GA,electric
Hawk Road Energy Facility,Oglethorpe Power Corporation,33.3582207,-84.9913739,GA,electric
South Coweta Substation,Georgia Power,33.3256813,-84.5338261,GA,electric
Tenaska Georgia Substation,Georgia Power,33.3516272,-84.9980901,GA,electric
Transco 115 Substation,Georgia Power,33.3702703,-84.9097293,GA,electric
Hughstown Substation,PPL,41.3331288,-75.7762476,PA,electric
CTA Kimball Substation,Chicago Transit Authority,41.9663381,-87.7116943,IL,electric
Colton Power Station,Erie Boulevard Hydropower LP,44.5842883,-74.957268,NY,electric
Lexington,Western Farmers Electric Cooperative,35.0193238,-97.2473364,OK,electric
Finney Substation,Southwestern Public Service Company,37.9150126,-100.9752784,KS,electric
Spearville Substation,Sunflower Electric Power Corporation,37.8641327,-99.7556789,KS,electric
Franklin Substation,Tennessee Valley Authority,35.3352358,-86.1171039,TN,electric
Wartrace Substation,Tennessee Valley Authority,35.5212458,-86.3356704,TN,electric
Coalmont Substation,Tennessee Valley Authority,35.3456149,-85.6975733,TN,electric
Wartrace Substation,Duck River Electric Membership Corporation,35.5180212,-86.3356713,TN,electric
Walnut Creek Substation #5,Georgia Power,32.9152646,-83.6376006,GA,electric
Pelham Substation,Sequachee Valley Electric Cooperative,35.3035391,-85.8762526,TN,electric
Palmer Substation,Sequachee Valley Electric Cooperative,35.3311371,-85.5651779,TN,electric
Arkwight Substation,Georgia Power,32.9272219,-83.698878,GA,electric
Arkwight Substation,Georgia Power,32.9221979,-83.7260032,GA,electric
Ford Utilities Center,University of New Mexico,35.0837969,-106.6252591,NM,electric
Arroyo Substation,El Paso Electric,32.3327851,-106.7125257,NM,electric
Rutherford Substation,Tennessee Valley Authority,35.8279635,-86.5984089,TN,electric
Graham Substation,Versant Power,44.8241386,-68.7054324,ME,electric
Boggy Brook Substation,Versant Power,44.57709,-68.4539798,ME,electric
Overton 345kV Substation,Ameren,38.9244267,-92.5748432,MO,electric
Overton 161kV Substation,Ameren,38.9231153,-92.5737217,MO,electric
Crossville Substation,Tennessee Valley Authority,35.9550466,-85.0004297,TN,electric
Peavine Switching Station,Tennessee Valley Authority,35.9887429,-84.983922,TN,electric
Campbell Junction Substation,Volunteer Energy Cooperative,36.0558226,-85.1399358,TN,electric
Ellsworth Substation,Versant Power,44.5701119,-68.4587063,ME,electric
Enfield Tap,Versant Power,45.2457529,-68.6017538,ME,electric
Eddy HVDC Tie,Southwestern Public Service Company,32.814303,-104.2398521,NM,electric
Herndon Substation,Pacific Gas and Electric Company,36.8446681,-119.922563,CA,electric
Water Substation,FirstEnergy,41.0749119,-81.5261651,OH,electric
Substation #2,City of Gardner,38.8103665,-94.9107727,KS,electric
Firestone Substation,FirstEnergy,41.0466862,-81.531481,OH,electric
Kenmore Substation,FirstEnergy,41.0488069,-81.5424378,OH,electric
Gentleman Substation,Nebraska Public Power District,41.0811008,-101.1473619,NE,electric
Red Willow Substation,Nebraska Public Power District,40.3035205,-100.7097178,NE,electric
West Dover Substation,AEP Ohio,40.5083223,-81.5630999,OH,electric
Strasburg Substation,AEP Ohio,40.5948587,-81.5390361,OH,electric
Nickajack Substation,Tennessee Valley Authority,35.0018381,-85.621622,TN,electric
Caledonia Gas Turbine Power Station,Tennessee Valley Authority,33.6471362,-88.272728,MS,electric
Potter County Interchange,Xcel Energy,35.3102787,-101.9229098,TX,electric
Charlotte Substation,Florida Power & Light,26.9534984,-81.9768442,FL,electric
Aurora Generating Station,NRG Energy,41.8152714,-88.2265735,IL,electric
Stonegate Substation,CPS Energy,29.6792488,-98.4548739,TX,electric
Union Power Station,Entergy,33.2981278,-92.5890433,AR,electric
Sheridan Substation,Entergy Arkansas,34.3463472,-92.4263462,AR,electric
El Dorado Substation,Entergy Arkansas,33.2893091,-92.5918435,AR,electric
Walnut Grove Substation,Entergy Louisiana,32.6997586,-92.0777733,LA,electric
Grand Gulf Substation,Entergy Mississippi,32.0039943,-91.0419724,MS,electric
Grand Gulf Substation,Entergy Mississippi,32.0051741,-91.044124,MS,electric
Mount Olive Substation,Entergy Louisiana,32.5767914,-92.6876732,LA,electric
Hot Spring Generating Station,Entergy Arkansas,34.2979923,-92.8681458,AR,electric
McNeil Substation,Entergy Arkansas,33.3367138,-93.224588,AR,electric
Wells Substation,CLECO,30.4481779,-92.1365119,LA,electric
Palmerdale Substation,Alabama Power,33.7243605,-86.65688,AL,electric
Clay Substation,Alabama Power,33.7404478,-86.5580888,AL,electric
Wolf Creek Substation,Evergy,38.2431675,-95.6874183,KS,electric
Downtown Industrial Substation,Alliant Energy,41.9825671,-91.6677719,IA,electric
Sixth Street Substation,ITC,41.9867822,-91.6671568,IA,electric
Shawtown Substation,Alabama Power,33.1429799,-87.1569331,AL,electric
Emporia Energy Center,Evergy,38.4460454,-96.0655451,KS,electric
Emporia Energy Center Substation,Evergy,38.4448667,-96.065145,KS,electric
La Cygne Substation,Evergy,38.3478825,-94.6412532,KS,electric
Billingsley Substation,Alabama Power,32.6512407,-86.7326493,AL,electric
Snowdoun Substation,Alabama Power,32.2291053,-86.2602505,AL,electric
Autaugaville Substation,Alabama Power,32.3777861,-86.5836233,AL,electric
Hyundai Substation,Hyundai,32.2859301,-86.3303489,AL,electric
E B Harris Electric Generating Plant,Southern Power,32.3810799,-86.5742286,AL,electric
Baconton Substation,Georgia Power,31.38752,-84.0813692,GA,electric
South Venice Substation,Florida Power & Light,27.0516502,-82.4070598,FL,electric
Murdock Substation,Florida Power & Light,27.00259,-82.1280544,FL,electric
Coast Substation,Florida Power & Light,27.0167643,-82.1381013,FL,electric
Jeffrey Substation,Evergy,39.282512,-96.117003,KS,electric
West Emporia Substation,Evergy,38.3890563,-96.2113784,KS,electric
West Gardner Substation,Evergy,38.788013,-94.988672,KS,electric
West Gardner Power Plant,Evergy,38.7878616,-94.9857167,KS,electric
Stilwell Substation,Evergy,38.7832803,-94.6534362,MO,electric
Swissvale Substation,Evergy,38.842193,-95.5905155,KS,electric
Hoyt Substation,Evergy,39.275374,-95.6791539,KS,electric
Hanceville Switching Station,Tennessee Valley Authority,34.0607627,-86.7806487,AL,electric
Hanceville Substation,Cullman Electric Cooperative,34.0598447,-86.7802662,AL,electric
Albertville North Substation,Albertville Munipicial Utilities Board,34.2938736,-86.2394211,AL,electric
Goose Pond Substation,Tennessee Valley Authority,34.5940161,-86.0591773,AL,electric
Summit Substation,Evergy,38.7275902,-97.5408741,KS,electric
Neosho 345kV Substation,Evergy,37.3045153,-95.1170664,KS,electric
Latham Substation,Evergy,37.500191,-96.5611676,KS,electric
Neosho 161kV Substation,Evergy,37.306123,-95.11089,KS,electric
Bandera Road Substation,CPS Energy,29.4987428,-98.6098512,TX,electric
Montgomery Village Substation,Potomac Electric Power Company,39.1760336,-77.2089663,MD,electric
Basscreek Substation,Florida Power & Light,25.9910355,-80.3768086,FL,electric
Keystone Substation,Nebraska Public Power District,41.1578818,-101.6564762,NE,electric
East Webster Substation,National Grid,42.0663545,-71.8639843,MA,electric
Lashaway Substation,National Grid,42.2513118,-72.0764845,MA,electric
CTA Kedzie Substation,Chicago Transit Authority,41.8045891,-87.7050913,IL,electric
Halliday UM7 Substation,Western Area Power Administration,47.341864,-102.3659162,ND,electric
Fredericksburg Road Substation,CPS Energy,29.5029057,-98.5599021,TX,electric
CTA Archer Substation,Chicago Transit Authority,41.8260833,-87.6863771,IL,electric
CTA Douglas Substation,Chicago Transit Authority,41.8542675,-87.6852884,IL,electric
Distributing Station 58,Los Angeles Department of Water and Power,33.9660562,-118.3850507,CA,electric
Barre Substation,National Grid,42.3913154,-72.0990221,MA,electric
Treasure Valley Substation,National Grid,42.3202844,-71.9849622,MA,electric
Red Hills Power Plant,"Choctaw Generation L.P, L.L.L.P.",33.3767635,-89.217846,MS,electric
Attala Power Plant,Entergy Mississippi,33.0155152,-89.6740042,MS,electric
Choctaw County Power Plant,Entergy Mississippi,33.2881024,-89.4208733,MS,electric
Raymond Substation,Entergy Mississippi,32.2556869,-90.4055708,MS,electric
Chulie Substation,CPS Energy,29.5112259,-98.4771356,TX,electric
Nebraska City Substation,Omaha Public Power District,40.6181722,-95.7806892,NE,electric
Taft Cogeneration Facility,Occidental Chemical Corporation,29.9888045,-90.4599874,LA,electric
Moss Bluff Substation,Entergy Louisiana,30.32954,-93.233906,LA,electric
Acadia Energy Center,CLECO,30.4285674,-92.4124818,LA,electric
Station J,Pacific Gas and Electric Company,37.7941304,-122.4020636,CA,electric
103rd & Rokeby Substation,Lincoln Electric System,40.7132826,-96.5829397,NE,electric
Ludington Substation,ITC,43.8899165,-86.4413903,MI,electric
Pleasant Hill Substation,Entergy Arkansas,35.2432286,-92.7137179,AR,electric
Fort Smith Substation,Oklahoma Gas & Electric,35.2996549,-94.4302234,OK,electric
Massard Substation,Oklahoma Gas & Electric,35.357815,-94.334806,AR,electric
Alma Substation,Oklahoma Gas & Electric,35.4825845,-94.229767,AR,electric
Twin Bridges Substation,Oklahoma Gas & Electric,35.4607634,-94.2896865,AR,electric
Simmons Substation,Oklahoma Gas & Electric,35.493377,-94.150668,AR,electric
Chambers Springs Substation,Southwestern Electric Power Company,36.1084132,-94.4342439,AR,electric
Fayetteville Substation,Southwestern Electric Power Company,36.0652899,-94.1674365,AR,electric
State Line Substation,Oklahoma Gas & Electric,35.3224433,-94.433463,OK,electric
Battlefield Substation,Oklahoma Gas & Electric,35.3157151,-94.3927421,OK,electric
Arkoma Substation,Oklahoma Gas & Electric,35.3641198,-94.4288509,OK,electric
Park View Substation,Oklahoma Gas & Electric,35.3791651,-94.3750937,AR,electric
Carnal Substation,Oklahoma Gas & Electric,35.3268359,-94.3824907,OK,electric
Cavanaugh Substation,Oklahoma Gas & Electric,35.3232072,-94.4192432,OK,electric
Belle Ave Substation,Oklahoma Gas & Electric,35.3813858,-94.4049248,AR,electric
Colony Substation,Oklahoma Gas & Electric,35.3149629,-94.4055797,OK,electric
South Side Substation,Oklahoma Gas & Electric,35.3427015,-94.4087234,OK,electric
Pauline Substation,Nebraska Public Power District,40.4062534,-98.3553128,NE,electric
North DC-Tie,American Electric Power,34.0851005,-99.1833565,TX,electric
Lawton Eastside,Public Service Company of Oklahoma,34.6037753,-98.3145577,OK,electric
Riley Substation,American Electric Power,34.0852615,-99.1453349,TX,electric
Comanche,Public Service Company of Oklahoma,34.5436294,-98.3224236,OK,electric
Oklaunion North Substation,Southwestern Electric Power Company,34.0861611,-99.180768,TX,electric
Oklaunion South Substation,American Electric Power,34.0823289,-99.1807701,TX,electric
East DC-Tie,AEP SPP,33.0583032,-94.8440526,TX,electric
Wilkes Power Plant,Southwestern Electric Power Co,32.8476746,-94.5488462,TX,electric
Northwest Texarkana Substation,American Electric Power,33.4883766,-94.1760513,TX,electric
Lime Substation,Florida Power & Light,27.3499484,-82.5329958,FL,electric
Park Substation,Florida Power & Light,27.3927432,-82.4675818,FL,electric
Sarasota Substation,Florida Power & Light,27.3456433,-82.5390465,FL,electric
Booneville Substation,MidAmerican Energy,41.5086156,-93.9207308,IA,electric
Distributing Station 56,Los Angeles Department of Water and Power,34.0254517,-118.3658536,CA,electric
Corkscrew Substation,Florida Power & Light,26.4504315,-81.7543225,FL,electric
Longwood Substation,Southwestern Electric Power Company,32.5853311,-93.9938383,LA,electric
Southwest Shreveport Substation,Southwestern Electric Power Company,32.4046996,-93.8645305,LA,electric
Blanchard Substation,Southwestern Electric Power Company,32.6245249,-93.9178342,LA,electric
Oak Substation,Panola-Harrison Electric Cooperative,32.5587347,-93.9886353,LA,electric
Plant Daniel Substation,Mississippi Power,30.531542,-88.5531821,MS,electric
Big Creek Substation,Alabama Power,30.6953624,-88.2943913,AL,electric
Nouryon Chemical Substation,Nouryon Chemical,30.9702182,-88.0172048,AL,electric
SSAB Substation,SSAB Alabama,30.940789,-88.0102009,AL,electric
Legionville Substation,Duquesne Light,40.6138188,-80.2245468,PA,electric
South Bainbridge Substation,Georgia Power,30.8396079,-84.4889211,GA,electric
Hopewell Substation,Duquesne Light,40.6026437,-80.2450721,PA,electric
Sinai Substation,Florida Power & Light,30.6638167,-84.9007902,FL,electric
Leander Substation,Lower Colorado River Authority,30.5857052,-97.841613,TX,electric
Pont des Mouton Substation,CLECO,30.2731574,-92.0335185,LA,electric
Mouton Substation,SLEMCO,30.1573361,-92.100104,LA,electric
Scott Substation,Entergy,30.2550771,-92.1128915,LA,electric
Delcambre Substation,CLECO,29.9643829,-91.9936517,LA,electric
New Iberia Substation,CLECO,30.0324967,-91.8440111,LA,electric
Judice Substation,SLEMCO,30.1565016,-92.1280106,LA,electric
Segura Substation,CLECO,30.0005285,-91.8886202,LA,electric
Le Blanc Substation,SLEMCO,29.964237,-92.0203064,LA,electric
Vatican Substation,SLEMCO,30.3012593,-92.1064935,LA,electric
Morbihan Substation,CLECO,30.0287113,-91.7749856,LA,electric
Habetz Substation,CLECO,30.2747828,-92.3544426,LA,electric
Meaux Substation,Entergy Lousiana,30.0202156,-92.1399737,LA,electric
South Ripley Switching Station,National Grid,42.1966192,-79.7600477,PA,electric
Sweetwater Substation,Nebraska Public Power District,41.0525162,-99.2812425,NE,electric
Axtell Substation,Nebraska Public Power District,40.5452692,-99.1214566,NE,electric
VBI Substation,Oklahoma Gas & Electric,35.4721031,-94.3383778,AR,electric
Van Buren Substation,Southwestern Power Administration,35.4733279,-94.3343586,AR,electric
Adabell Substation,Oklahoma Gas & Electric,35.4534936,-94.35916,AR,electric
Cass County Substation,Omaha Public Power District,40.9479422,-95.9664777,NE,electric
River Bend Substation,MidAmerican Energy,41.1726774,-95.8315211,NE,electric
Leesburg Substation,Virginia Electric and Power Company,39.1083168,-77.5567968,VA,electric
Osage Power Plant Substation,Oklahoma Gas & Electric,36.65479,-97.066379,OK,electric
Highway 15 Substation,Coast Electric Power Association,30.499425,-88.9162137,MS,electric
Northeast Parsons Substation,Evergy,37.3681236,-95.249949,KS,electric
North Omaha Power Station,Omaha Public Power District`,41.3296757,-95.945213,IA,electric
Santa Fe Substation,El Paso Electric Company,31.7525027,-106.488824,TX,electric
Anthem Substation,NV Energy,35.9822455,-115.0842148,NV,electric
Jupiter Substation,Florida Power & Light,26.9336942,-80.118365,FL,electric
Peculiar 345kV Substation,Evergy,38.7490162,-94.4949073,MO,electric
George Neal South Substation,MidAmerican Energy,42.3019319,-96.3612684,IA,electric
Turf Substation,Arizona Public Service,33.6277961,-112.1003616,AZ,electric
Riverton Substation,Empire District Electric Company,37.0730486,-94.7021423,KS,electric
Niland Gas Turbine Plant,Imperial Irrigation District,33.2430085,-115.4988919,CA,electric
NRG Solar Blythe,NRG Solar Blythe,33.5921644,-114.7466056,CA,electric
Blythe Energy Center,AltaGas,33.6136678,-114.6865973,CA,electric
J Street Substation,Oklahoma Gas & Electric,35.3967554,-94.4213357,AR,electric
Barling Substation,Oklahoma Gas & Electric,35.3263538,-94.3242191,AR,electric
Anderson Substation,Duke Energy,28.8983884,-82.1208688,FL,electric
Griffin Substation DUKE,Duke Energy,28.0832246,-82.0392984,FL,electric
Holder Substation,Duke Energy,28.9647914,-82.4295618,FL,electric
Ross Prairie Substation,Duke Energy,29.0053441,-82.262004,FL,electric
Springdale Substation,Duke Energy,28.9685542,-82.0008869,FL,electric
Crystal River Plant Substation,Duke Energy,28.9605525,-82.6993384,FL,electric
Lake Ella Substation,Duke Energy,28.8860071,-81.9518935,FL,electric
Maricamp Substation,Ocala Electric Utility,29.1613335,-82.0840029,FL,electric
Brooksville West Substation,Duke Energy,28.5279488,-82.5006421,FL,electric
Brooker Creek Substation,Duke Energy,28.1438519,-82.694857,FL,electric
Orange City Substation DUKE,Duke Energy,28.9118085,-81.2908628,FL,electric
Bunce Creek Substation,ITC,42.9285697,-82.462865,MI,electric
Smokey Hills Substation,Midwest Energy,38.8588664,-98.2190397,KS,electric
West McPherson Substation,Evergy,38.3708009,-97.6943345,KS,electric
Whiteside Substation,Oklahoma Gas & Electric,35.4223883,-94.3302456,AR,electric
Chisholm Substation,Evergy,37.7922118,-97.3444453,KS,electric
Jacksonville Solar,Jacksonville Solar LLC,30.3207922,-81.958867,FL,electric
Callahan Substation,Florida Power & Light,30.5712,-81.8393542,FL,electric
West Nassau Substation,Florida Power & Light,30.5605484,-81.8503013,FL,electric
Normandy Substation JEA,JEA,30.306677,-81.8197663,FL,electric
West Lake Substation,Jacksonville Electric Authority,30.3840527,-81.8165979,FL,electric
Firestone Substation JEA,Jacksonville Electric Authority,30.2232463,-81.7653352,FL,electric
Northside Plant Substation,Jacksonville Electric Authority,30.4183155,-81.549727,FL,electric
NAS Jacksonville Substation JEA,Jacksonville Electric Authority,30.2225441,-81.7002784,FL,electric
Ritter Park Substation,Jacksonville Electric Authority,30.4548001,-81.6342151,FL,electric
Biltmore Substation JEA,Jacksonville Electric Authority,30.3472151,-81.7634513,FL,electric
Saint Johns Substation,Jacksonville Electric Authority,30.4343634,-81.5544897,FL,electric
JAX Heights Substation JEA,Jacksonville Electric Authority,30.2244642,-81.8186986,FL,electric
Northside Peaking Substation JEA,Jacksonville Electric Authority,30.42178,-81.5548347,FL,electric
Arcadia Substation,Oklahoma Gas & Electric,35.6899876,-97.3156521,OK,electric
Northwest Substation,Oklahoma Gas & Electric,35.6363864,-97.645471,OK,electric
Redbud Power Plant,Oklahoma Gas & Electric,35.6859971,-97.2248928,OK,electric
Seminole substation,Oklahoma Gas & Electric,34.9661067,-96.7319517,OK,electric
Sunnyside Substation,Oklahoma Gas & Electric,34.1855764,-97.2413044,OK,electric
Pecan Creek Substation,Oklahoma Gas & Electric,35.7167326,-95.4680467,OK,electric
Meramec Energy Center,Ameren,38.4036414,-90.3391388,MO,electric
Bayard South Substation JEA,Jacksonville Electric Authority,30.1451521,-81.5281922,FL,electric
Sampson Substation BES,BES Beaches Energy Services,30.0581557,-81.5289469,FL,electric
Tatonga Substation,Oklahoma Gas & Electric,35.931912,-98.753885,OK,electric
Woodward District Substation,Oklahoma Gas & Electric,36.3116086,-99.3688374,OK,electric
Memorial Substation,KAMO Power,35.6139918,-97.2517687,OK,electric
Warner Rd Substation CLAY,Clay Electric Cooperative,29.8676915,-81.7018884,FL,electric
Riverview Substation CLAY,Clay Electric Cooperative Inc,29.7152192,-81.6632234,FL,electric
Putnam Plant 230KV Substation,Florida Power & Light,29.6300861,-81.585816,FL,electric
Putnam Plant Substation,Florida Power & Light,29.6319061,-81.5866993,FL,electric
Boulevard Substation CLAY,Clay Electric Cooperative,29.9399214,-81.7226349,FL,electric
Springbank Substation FPL,Florida Power & Light,29.9727465,-81.7451007,FL,electric
Florahome Substation #31 CLAY,Clay Electric Cooperative Inc,29.7475327,-81.8889624,FL,electric
Putnam Substation,Florida Power & Light,29.6298411,-81.5893962,FL,electric
Orange Camp Substation,Duke Energy,28.985185,-81.2757758,FL,electric
Perth Substation,Virginia Electric and Power Company,37.0132617,-79.003744,VA,electric
Carlton Hills Substation,San Diego Gas & Electric,32.8549207,-117.0119855,CA,electric
Los Coches Substation,San Diego Gas & Electric,32.8597308,-116.8992272,CA,electric
Mission Substation,San Diego Gas & Electric,32.7861059,-117.1383642,CA,electric
Dave Johnston Substation,Rocky Mountain Power,42.8371463,-105.7785411,WY,electric
Windstar Substation,Black Hills Energy;Rocky Mountain Power,42.8616239,-105.7794329,WY,electric
Clairemont Substation,San Diego Gas & Electric,32.8258058,-117.1836658,CA,electric
Genesee Substation,San Diego Gas & Electric,32.8795875,-117.2135966,CA,electric
Alcova Substation,Western Area Power Administration,42.5491551,-106.7161254,WY,electric
Spence Substation,Western Area Power Administration,42.6243141,-106.9185118,WY,electric
Casper Substation,Rocky Mountain Power,42.8721836,-106.3596987,WY,electric
Great Divide Substation,PacifiCorp,42.2060202,-107.8752557,WY,electric
Bowmont Substation,Idaho Power,43.4384762,-116.5349073,ID,electric
Thermopolis Substation,PacifiCorp,43.6499563,-108.2292982,WY,electric
Stallings Road Ret,Duke Energy,35.9866206,-78.7975168,NC,electric
Blue Lagoon Substation,Florida Power & Light,25.7771992,-80.2859746,FL,electric
Lawrence Substation,Florida Power & Light,25.7838439,-80.2271271,FL,electric
Riverside Substation,Florida Power & Light,25.7758469,-80.2713762,FL,electric
River Rouge Substation,DTE Energy,42.2722374,-83.1130841,MI,electric
Brownlee Substation,Idaho Power,44.8400361,-116.8965103,ID,electric
Mocassin Substation,McKenzie Electric Cooperative,47.6382847,-102.6248356,ND,electric
Blue Butte Substation,McKenzie Electric Cooperative,47.8046492,-102.8549747,ND,electric
Potrero Substation,Southern California Edison,34.1616042,-118.8347698,CA,electric
Malibu Substation,Southern California Edison,34.1474957,-118.7614511,CA,electric
Thousand Oaks Substation,Southern California Edison,34.1874837,-118.8717342,CA,electric
Clarksville Substation,Public Service Company of Oklahoma,35.8153889,-95.5493988,OK,electric
Oneta Substation,Public Service Company of Oklahoma,36.0117408,-95.7027996,OK,electric
Kiamichi Station,Tenaska,34.6833224,-95.9321384,OK,electric
Kiowa Switch,Public Service Company of Oklahoma,34.6926556,-95.9222553,OK,electric
Riverside Substation,Public Service Company of Oklahoma,35.9968532,-95.9603149,OK,electric
Cogentrix Switchyard,Public Service Company of Oklahoma,35.9890167,-95.9474922,OK,electric
Catoosa Substation,American Electric Power,36.1715625,-95.7538752,OK,electric
KSU Campus Substation,Evergy,39.2036295,-96.5829353,KS,electric
Tulsa North #2 Substation,American Electric Power,36.2799532,-95.980541,OK,electric
Tulsa North Substation,Public Service Company of Oklahoma,36.2824537,-95.9810065,OK,electric
Owasso 88th St North Substation,Public Service Company of Oklahoma,36.2820684,-95.8656019,OK,electric
Cascade Substation,Puget Sound Energy,47.2014602,-120.9690464,WA,electric
Ellensburg Substation,Bonneville Power Administration,46.9988362,-120.5640566,WA,electric
Bartholomew Street Substation,National Grid,42.5091429,-70.9744772,MA,electric
Hartland Substation,Central Maine Power Company,44.8359167,-69.476407,ME,electric
Colbyville Substation,Minnesota Power,46.8576173,-92.0470733,MN,electric
Gillis Substation,Entergy Louisiana,30.3308244,-93.2008409,LA,electric
Belfast Substation,Central Maine Power Company,44.4569988,-69.039091,ME,electric
Dragon Cement Substation,Central Maine Power Company,44.0833317,-69.1578349,ME,electric
Lincolnville Substation,Central Maine Power Company,44.3071218,-69.1141317,ME,electric
Meadow Road Substation,Central Maine Power Company,44.1754523,-69.1212789,ME,electric
Park Street Substation,Central Maine Power Company,44.1022141,-69.1226304,ME,electric
Guilford Substation,Central Maine Power Company,45.1602224,-69.3891862,ME,electric
Livermore Falls Substation,Central Maine Power Company,44.4779153,-70.1716151,ME,electric
Elk City Substation,Public Service Company of Oklahoma,35.388391,-99.3984923,OK,electric
Sapulpa Road Substation,Public Service Company of Oklahoma,36.0547673,-96.0703309,OK,electric
Chaffins Substation,Holden Municipal Light Department,42.3386786,-71.838883,MA,electric
Wekiwa Substation,Public Service Company of Oklahoma,36.1600131,-96.2238219,OK,electric
Pilot Knob Substation,Great River Energy,44.7977331,-93.1658038,MN,electric
Minco Substation,Oklahoma Gas & Electric,35.3006856,-98.0268937,OK,electric
Galloway Substation,Florida Power & Light,25.7053947,-80.3376547,FL,electric
Campbell Substation,Sacramento Municipal Utility District,38.5110705,-121.4750576,CA,electric
West Vaco Substation,PacifiCorp,41.6667488,-109.7043501,WY,electric
Fayetteville Substation,Duke Energy Progress,35.0211085,-78.9168025,NC,electric
Klamath Falls Substation,PacifiCorp,42.1985467,-121.7838313,OR,electric
Washington County Substation,Versant Power,44.6754869,-67.5462437,ME,electric
Graham 46kV Substation,Bangor Hydro-Electric Company,44.8225001,-68.7086606,ME,electric
Graham Substation,Versant Power,44.8229341,-68.7058239,ME,electric
TUCO Interchange,Xcel Energy,33.8693215,-101.8423909,TX,electric
Antelope Station Switchyard,Golden Spread Electric Cooperative,33.865477,-101.8426087,TX,electric
Anderson Substation,Duke Energy,34.4380974,-82.6659337,SC,electric
Fisher Substation,Kansas City Board of Public Utilities,39.0576476,-94.6171691,KS,electric
Plant X,Southwestern Public Service Co,34.1660047,-102.4116788,TX,electric
Plant X Substation,Southwestern Public Service Company,34.1649971,-102.4098163,TX,electric
Saticoy Substation,Southern California Edison,34.30052,-119.1666627,CA,electric
Casitas Substation,Southern California Edison,34.3625169,-119.3092764,CA,electric
Deaf Smith Interchange,Xcel Energy,34.8207776,-102.3608448,TX,electric
Newark Substation,Entergy Arkansas,35.6920626,-91.4433509,AR,electric
109th & Clark Substation,MidAmerican Energy,41.6025814,-93.76937,IA,electric
Newport Substation,Entergy Arkansas,35.616033,-91.2779795,AR,electric
Arkansas Steel Substation,"Arkansas Steel Associates, LLC",35.6496066,-91.243835,AR,electric
New Madrid Substation,Associated Electric Cooperative,36.5157124,-89.5678348,MO,electric
Keene Road 115kV Substation,Versant Power,45.394825,-68.5295096,ME,electric
Powersville Road Substation,Versant Power,45.6180098,-68.5784832,ME,electric
Flowerfield Substation,Long Island Power Authority,40.8938408,-73.1449267,NY,electric
