Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Plus4,Country,Status_Code,Station_Phone,Expected_Date,Access_Code,Latitude,Longitude,ID
ELEC,Fredericktown Goodwill Store,16482 Village Pkwy,Fredericktown,OH,43019,,US,E,740-848-8016,,private,40.477036,-82.559311,91981
CNG,All Season Building Supply,1109 W State Highway 152,Mustang,OK,73064,,US,P,405-376-1083,2026-08-23,private,35.39241,-97.74688,350555
ELEC,Fall River Office,1150 N 3400 E,Ashton,ID,83420,,US,E,208-652-7431,,public,44.0507,-111.47774,319564
ELEC,Friendly Ford Monroe MI,2800 N Telegraph Rd,Monroe,MI,48162,,US,E,313-262-6722,,public,41.959,-83.393782,396994
ELEC,Pilot Travel Center 146,995 US Route 9,Castleton-On-Hudson,NY,12033,,US,E,877-455-3833,,private,42.497906,-73.674759,330033
ELEC,Menards,2001 S Perryville Rd,Rockford,IL,61112,,US,E,815-226-1736,,private,42.244838,-88.981764,50510
ELEC,Tucson Premium Outlets,6401 W. Marana Center Blvd,Tucson,AZ,85742,,US,P,833-632-2778,2026-08-24,private,32.37409,-111.10011,145749
ELEC,Bridgeport Shell,453 Main Street,Bridgeport,CA,93517,,US,E,833-632-2778,,public,38.25511,-119.23198,149421
ELEC,"Walmart 286 - Ennis, TX",700 E Ennis Avenue,Ennis,TX,75119,,US,E,833-632-2778,,private,32.33207,-96.62012,133327
ELEC,"Roseburg, OR",1620 NW Mulholland Drive,Roseburg,OR,97470,,US,E,866-576-1495,,private,43.2288509,-123.359574,391224
ELEC,Lowe's - Tesla Supercharger,261 W 104th Ave,Northglenn,CO,80234,,US,P,877-798-3752,2026-08-25,public,39.889484,-104.990442,316166
ELEC,"BOS Gigahub, McClellan Hwy, Boston, MA",450 McClellan Hwy,Boston,MA,2128,,US,E,833-277-8573,,private,42.393208,-71.014748,390652
ELEC,Chicopee Marketplace,591 Memorial Drive,Chicopee,MA,1020,,US,P,833-632-2778,2026-08-26,public,42.17567,-72.57286,170360
ELEC,James Fenimore Cooper Service Plaza,1400 NJ Turnpike,Mt Laurel Township,NJ,8054,,US,E,888-557-7099,,public,39.980769,-74.887187,384161
ELEC,"Target T2083 - Yuma, AZ",1450 S. Yuma Palms Parkway,Yuma,AZ,85365,,US,E,833-632-2778,,public,32.70484,-114.60718,121833
ELEC,Flying J 656 - eXtend,82 White Street,Whiteland,IN,46184,,US,E,877-455-3833,,private,39.55007,-86.0362,348025
ELEC,Almaden Plaza,4950 Almaden Expy,San Jose,CA,95118,,US,E,877-455-3833,,private,37.2604714,-121.8759982,373046
ELEC,IHOP - Tesla Supercharger,1 Lake Dr,East Windsor,NJ,8520,,US,P,877-798-3752,2026-08-27,public,40.267005,-74.492573,404789
ELEC,"Erie, PA",5800 Peach Street. Suite EV,Erie,PA,16509,,US,E,866-576-1495,,private,42.0676373,-80.1012935,391256
ELEC,"Maumee, OH",1391 Conant Street,Maumee,OH,43537,,US,P,866-576-1495,2026-08-28,public,41.5789,-83.66528,391241
ELEC,Festival at Manchester Lakes,7005 Manchester Blvd,Alexandria,VA,22310,,US,E,877-455-3833,,private,38.7655957,-77.154734,228390
CNG,South Jersey Gas - Wawa #8305,51 Berkeley Rd,Paulsboro,NJ,8066,,US,E,856-423-2395,,public,39.821725,-75.240765,65547
ELEC,Cenex - Mr. Tire,401 S Beltline Hwy W,Scottsbluff,NE,69361,,US,E,308-632-5307,,private,41.855529,-103.669982,26441
ELEC,"Macon, GA",5080 Riverside Drive,Macon,GA,31210,,US,E,866-576-1495,,private,32.92359,-83.7142,391207
ELEC,Menards,2333 S Cicero Ave,Cicero,IL,60804,,US,P,708-780-0260,2026-08-29,public,41.847591,-87.74175,52319
ELEC,Pilot Travel Center 34,4154 West US Highway 24,Remington,IN,47977,,US,E,877-455-3833,,public,40.76626,-87.12463,367854
ELEC,Stonecrest Plaza,3737 Murphy Canyon Rd,San Diego,CA,92123,,US,P,877-455-3833,2026-08-30,private,32.80931,-117.11518,331089
ELEC,Natural Bridge - Lexington KOA,214 Kildeer Ln,Natural Bridge,VA,24578,,US,E,540-291-2770,,private,37.6767884,-79.506747,60649
CNG,Clean Energy - Mobile Pilot #302,6955 Theodore Dawes Rd,Theodore,AL,36582,,US,E,866-809-4869,,private,30.559106,-88.205383,251711
ELEC,Evansville Ford,428 North Union Road,Evansville,WI,53536,,US,E,888-998-2546,,public,42.78929142977454,-89.298464545846,328639
ELEC,Pilot Travel Center 408,3000 Chestnut Ridge Road,Grantsville,MD,21536,,US,E,877-455-3833,,private,39.691935,-79.10068,434707
CNG,US Energy - Laredo,15668 N Highway 83,Laredo,TX,78045,,US,E,903-753-0242  800-438-7912,,private,27.7695094,-99.4462602,78773
ELEC,1001 Harrison St,1001 Harrison St.,San Francisco,CA,94103,,US,E,877-455-3833,,public,37.7769544,-122.4042332,428482
ELEC,Alliance AutoGas - Dollar Park N Fly,6455 NE 82nd Ave,Portland,OR,97220,,US,E,503-255-6374  707-573-3130,,private,45.569868,-122.579225,66867
ELEC,"Simon Sugarloaf Mills (Lawrenceville, GA)",5900 SUGARLOAF PKWY,Lawrenceville,GA,30043,,US,E,833-632-2778,,public,33.97892,-84.083,164430
ELEC,Firefly Grill,1810 Avenue of Mid-America,Effingham,IL,62401,,US,E,833-632-2778,,public,39.13839,-88.57131,170363
ELEC,Jarrett Gordon Ford Davenport,2600 Access Rd,Davenport,FL,33897,,US,E,888-357-1009,,public,28.231224,-81.654805,416883
CNG,US Energy - Green Bay,1618 Velp Ave,Green Bay,WI,54303,,US,E,800-438-7912,,private,44.548802,-88.04744,52215
CNG,Chevron CNG Station 387997,5800 Mesa Dr,Houston,TX,77028,,US,P,877-872-3966,2026-08-31,public,29.81643,-95.2561,60119
CNG,Eddinger Propane,1619 Route 100,Bally,PA,19503,,US,E,610-845-2091,,public,40.407344,-75.582789,34212
ELEC,Pilot Travel Center 366,30 Sand Pebble Rd,Jackson,TN,38305,,US,P,877-455-3833,2026-09-01,public,35.682815,-88.777142,323475
ELEC,Walmart 637 Lexington,200 Frontier St,Lexington,NE,68850,,US,E,833-632-2778,,public,40.74595,-99.74156,190444
CNG,US Energy - Fredericksburg,725 Legionnaire Dr,Fredericksburg,PA,17026,,US,E,800-438-7912,,private,40.45023131,-76.41577569,62908
CNG,Chesapeake Utilities Corp,"500 Energy Ln, Suite 100",Dover,DE,19901,,US,E,302-734-6700,,public,39.1477777,-75.4988888,88600
CNG,Herring Gas Co,315 W Presley Blvd,McComb,MS,39648,,US,E,601-684-4311,,private,31.22758184,-90.45806593,50567
CNG,Clean N' Green,200 Rangos Ln,Washington,PA,15301,,US,P,800-331-3441,2026-09-02,public,40.208133,-80.273462,43071
CNG,Green's Blue Flame Gas,28502 FM 2920,Waller,TX,77484,,US,P,936-372-5080,2026-09-03,public,30.06666,-95.866632,70893
ELEC,"Simon Mall at Rockingham Park (Salem, NH)",99 Rockingham Park Blvd,Salem,NH,3079,,US,E,833-632-2778,,private,42.76619,-71.23341,202871
CNG,Kwik Trip #204,4701 Rib Mountain Dr,Wausau,WI,54401,,US,E,715-843-5090,,public,44.91394,-89.64836,53782
ELEC,Flying J 671,703 State Hwy 80,Matthews,MO,63867,,US,E,877-455-3833,,public,36.760401,-89.540383,421071
ELEC,"Circle K - Dunn, NC",873 Long Branch Rd,Dunn,NC,28334,,US,E,833-505-2291,,private,35.2705288415334,-78.6157374686459,301734
ELEC,"BoA CA7-164 (Anaheim, CA)",1685 E Katella Ave,Anaheim,CA,92805,,US,P,833-632-2778,2026-09-04,public,33.80387,-117.89161,170303
CNG,Stirk CNG - Sapp Bros Travel Center,6001 Cornhusker Hwy,Lincoln,NE,68507,,US,E,402-464-0110,,private,40.862915,-96.637825,53320
ELEC,Banner Ford,1943 N Causeway Blvd,Mandeville,LA,70471,,US,E,888-357-1009,,private,30.3944483,-90.0870978,390423
ELEC,Blue Flame Propane,18602 County Rd G34,Letts,IA,52754,,US,E,319-726-3103,,private,41.329024,-91.272468,51362
ELEC,"Kroger QFC 878 (Redmond, WA)",23475 NE Novelty Hill Rd,Redmond,WA,98053,,US,E,833-632-2778,,private,47.69951,-122.02569,316269
ELEC,"Boku Superfoods Cafe (Ojai, CA)",987 W OJAI AVE,Ojai,CA,93023,,US,E,833-632-2778,,public,34.44201,-119.25891,187034
ELEC,"Asheville, NC",800 Brevard Road,Asheville,NC,28806,,US,E,866-576-1495,,private,35.5299553,-82.6045543,397774
ELEC,Pilot Travel Center 171,503 N. Oakwood Street,Oakwood,IL,61858,,US,E,877-455-3833,,private,40.12383,-87.77948,397976
ELEC,"Target T0612 - Springfield, OR",2750 Gateway St,Springfield,OR,97477,,US,P,833-632-2778,2026-09-05,private,44.07104,-123.04522,170369
CNG,Kwik Trip #887,4735 Converters Dr,Appleton,WI,54913,,US,P,920-830-3189,2026-09-06,private,44.288733,-88.477893,51885
ELEC,"Saginaw, MI",2772 Tittabawasee Road,Saginaw,MI,48604,,US,E,866-576-1495,,private,43.4825084,-83.9720279,391349
CNG,Ozinga Energy - Mokena,18825 Old Lagrange Rd,Mokena,IL,60448,,US,P,888-656-0141,2026-09-07,private,41.54841,-87.85004,52486
ELEC,"Save Mart FoodMaxx 462 (Newark, CA)",39966 Cedar Blvd,Newark,CA,94560,,US,E,833-632-2778,,public,37.51923,-121.99236,187908
CNG,Clean Energy - Lee's Summit School District,500 SE Transport Dr,Lee's Summit,MO,64081,,US,E,866-809-4869,,public,38.89357,-94.36045,53759
ELEC,Treat Blvd. Shopping Center,4425 Treat Blvd,Concord,CA,94521,,US,P,877-455-3833,2026-09-08,public,37.9631443,-121.9939995,331275
ELEC,Five Star Ford Dallas - DCFC,8900 President George Bush Turnpike,Dallas,TX,75252,,US,E,888-998-2546,,private,32.99883473721355,-96.75933068964846,354017
ELEC,"Fareway Store #089 (Stewartville, MN)",2012 2nd Ave NE,Stewartville,MN,55976,,US,P,833-632-2778,2026-09-09,private,43.87154,-92.48548,316258
ELEC,Pilot Travel Center 192,4431 Union Road,Tifton,GA,31794,,US,E,877-455-3833,,public,31.428055,-83.516875,354412
ELEC,Shop Rear Lot - DCFC,250 North Tamiami Trail,Nokomis,FL,34275,,US,E,888-998-2546,,public,27.12822293880294,-82.4534878051593,387878
ELEC,Awesome Ford,1001 SW Interstate Ave,Chehalis,WA,98532,,US,E,888-357-1009,,private,46.64526,-122.95333,416809
ELEC,Walmart 613 Ormond Beach,1521 W Granada Blvd,Ormond Beach,FL,32174,,US,P,833-632-2778,2026-09-10,private,29.25815,-81.11366,170302
ELEC,Pilot Travel Center 286,6141 US 127 North,Eaton,OH,45320,,US,E,877-455-3833,,public,39.83162,-84.63008,367758
CNG,Menards,3535 Court St,Pekin,IL,61554,,US,E,309-477-4020,,public,40.543632,-89.594602,50506
ELEC,Madisonville,3002 E Main St,Madisonville,TX,77864,,US,E,855-900-7584,,private,30.964109,-95.883918,330091
ELEC,Eau Claire Ford,2909 Lorch Ave,Eau Claire,WI,54701,,US,E,888-357-1009,,public,44.7606268,-91.4602357,390327
ELEC,Twin Pine Ford,12 Long Avenue,Ephrata,PA,17522,,US,E,888-998-2546,,private,40.204744938270856,-76.15551741707058,326519
CNG,Trillium,5420 N Fruit Valley Rd,Vancouver,WA,98660,,US,E,800-920-1166,,private,45.661567,-122.694375,75107
ELEC,Haigood & Campbell,305 N Scott Ave,Wichita Falls,TX,76306,,US,P,940-723-7871,2026-09-11,private,33.920282,-98.497836,20109
ELEC,"Kroger King Soopers 126 (Parker, CO)",17761 COTTONWOOD DRIVE,Parker,CO,80134,,US,E,833-632-2778,,private,39.55953,-104.78379,199191
ELEC,EVolve NY Goldens Bridge,22 NY-138,Goldens Bridge,NY,10526,,US,E,833-632-2778,,public,41.29401,-73.6748,279336
CNG,Love's Travel Stop #473,451 Leary Rd,Leary,TX,75501,,US,E,903-838-0856,,private,33.46376,-94.204357,149860
ELEC,Target Kansas City #T2423,9040 N Skyview Ave,Kansas City,MO,64154,,US,E,877-455-3833,,private,39.2593259,-94.6542106,373119
ELEC,"Flying J - Scipio, UT",810 North 800 West,Scipio,UT,84656,,US,E,833-632-2778,,private,39.25554,-112.1167,123480
CNG,Chevron CNG Station 388147,3152 Bandini Blvd,Vernon,CA,90058,,US,P,877-872-3966,2026-09-12,private,34.00836,-118.212,372074
ELEC,Mobil Madison,25031 Dequindre Rd,Madison Heights,MI,48707,,US,P,313-262-6722,2026-09-13,private,42.476694887119,-83.085097272,400466
ELEC,"Meijer Evergreen Park (Evergreen Park, IL)",9200 S Western Ave,Evergreen Park,IL,60805,,US,E,833-632-2778,,private,41.72509,-87.68338,168035
ELEC,"Simon Tulsa Premium Outlets (Jenks, OK)",801 East 103rd Street South,Jenks,OK,74037,,US,E,833-632-2778,,public,36.01607,-95.9639,367714
CNG,Chevron CNG Station 388659,9907 E Highway 80,Midland,TX,79706,,US,E,877-872-3966,,private,32.07147,-101.929,372065
ELEC,BP Lathrup Village,26727 Southfield Rd,Lathrup Village,MI,48076,,US,E,313-262-6722,,private,42.486462232063,-83.222381693108,262364
ELEC,Round Rock Premium Outlets,4401 N. I-35,Round Rock,TX,78664,,US,E,833-632-2778,,private,30.56573,-97.69185,121841
ELEC,Starke KOA,1475 S Walnut St,Starke,FL,32091,,US,E,904-964-8484,,private,29.93220386,-82.11966887,60902
ELEC,Target - Tesla Supercharger,2661 Freeport Rd,Pittsburgh,PA,15238,,US,E,877-798-3752,,private,40.53745987,-79.83805775,318184
ELEC,Sheetz Herndon #726,13850 McLearen Rd,Herndon,VA,20171,,US,E,877-455-3833,,private,38.92993,-77.42473,307763
ELEC,S&A Equipment Rental,3721 W Coliseum Blvd,Fort Wayne,IN,46808,,US,P,260-490-5219,2026-09-14,private,41.116204,-85.191318,167933
ELEC,Bradford NEVI Charging Center,6 South Main St,Bradford,VT,5033,,US,P,313-262-6722,2026-09-15,public,43.995505,-72.127428,333540
ELEC,Twin Gables Cafe - Brule,13992 US-2,Brule,WI,54820,,US,E,800-489-1588,,private,46.550349,-91.575488,434052
ELEC,Walmart 3262 Cambridge,61205 Southgate Rd,Cambridge,OH,43725,,US,E,833-632-2778,,private,39.98872,-81.57502,121759
ELEC,Courtyard by Marriott Binghamton,3801 Vestal Pkwy E,Vestal,NY,13850,,US,E,949-945-2000,,private,42.0969289,-75.9803776,333812
ELEC,"Walmart 1164 - Columbia, SC",360 Harbison Blvd,Columbia,SC,29212,,US,E,833-632-2778,,private,34.07511,-81.15225,169353
CNG,Clean Energy - Albuquerque Flying J #689,9911 Avalon Rd NW,Albuquerque,NM,87105,,US,P,866-809-4869,2026-09-16,public,35.079896,-106.746225,62775
ELEC,Whole Foods Highland Village (HLV),4041 Waller Creek,Highland Village,TX,75077,,US,P,877-455-3833,2026-09-17,public,33.0727132,-97.0840878,416888
CNG,Oklahoma Natural Gas - Bartlesville Service Center,3601 NE Indiana St,Bartlesville,OK,74006,,US,E,918-671-5852,,private,36.764066,-95.936657,20920
ELEC,"Target T1003 (Glen Burnie, MD)",7951 Nolpark Ct,Glen Burnie,MD,21061,,US,E,833-632-2778,,private,39.13363,-76.63351,202347
ELEC,"Oklahoma City, OK",7624 West Reno Avenue,Oklahoma City,OK,73127,,US,E,866-576-1495,,private,35.463125,-97.6511259,434113
CNG,Fortner Gas,2217 US Highway 62 W,Princeton,KY,42445,,US,E,270-365-5545,,public,37.10851,-87.930858,49105
ELEC,Clean Energy - Lathrop Food Express Inc,1262 E Madruga Rd,Lathrop,CA,95330,,US,E,866-809-4869,,public,37.788561,-121.288932,61370
CNG,Kwik Trip #422,9535 S 13th St,Oak Creek,WI,53154,,US,E,414-762-2370,,private,42.87166,-87.933821,53780
ELEC,Tractor Supply Co,4633 Highway 25,Montevallo,AL,35115,,US,E,205-665-3247,,private,33.09557,-86.854251,51341
ELEC,Walmart 1214 Colby,115 W Willow St.,Colby,KS,67701,,US,E,833-632-2778,,public,39.36643,-101.04661,190408
ELEC,RT 15 North Haven NB Service Plaza,14 Upper State St,North Haven,CT,6473,,US,E,888-557-7099,,private,41.39788,-72.87056,347236
ELEC,Lansing Ice and Fuel,911 Center St,Lansing,MI,48906,,US,E,517-940-6584,,private,42.7437846,-84.5483193,307292
ELEC,"Target T1237 (Bozeman, MT)",2550 Catron St,Bozeman,MT,59718,,US,E,833-632-2778,,private,45.71185,-111.06964,279565
ELEC,Milford Liquor and Gas,1575 S Milford Rd,Highland,MI,48357,,US,P,313-262-6722,2026-09-18,public,42.62524,-83.61602,434010
CNG,Clean Energy - San Francisco Airport,790 N McDonnell Rd,San Francisco,CA,94128,,US,P,866-809-4869,2026-09-19,private,37.63281472,-122.398352,25483
CNG,Stevens Propane,509 W Renfrow Ave,Arnett,OK,73832,,US,E,580-885-7575,,public,36.135216,-99.777778,52874
ELEC,Five Mile Point Plaza - Tesla Supercharger,869 US-11,Kirkwood,NY,13795,,US,E,877-798-3752,,private,42.093283,-75.823434,321144
ELEC,"UBP Bloomfield Crossing (Bloomfield, NJ)",736 Belleville Ave #36,Bloomfield,NJ,7003,,US,P,833-632-2778,2026-09-20,private,40.79687,-74.17895,223791
ELEC,OE Meyer Co,3303 Tiffin Ave,Sandusky,OH,44870,,US,E,419-625-3054,,private,41.4241312,-82.75331061,70854
ELEC,"Walmart 3349 - Port Charlotte, FL",375 Kings Hwy,Port Charlotte,FL,33983,,US,E,833-632-2778,,private,27.02385,-82.04687,168488
ELEC,Karl Chevrolet Ankeny IA,1101 SE Oralabor Rd,Ankeny,IA,50021,,US,E,313-262-6722,,private,41.70207197361,-93.58044777329,351283
CNG,Chevron CNG Station 387131,5292 Caterpillar Rd,Redding,CA,96003,,US,E,877-872-3966,,public,40.62292,-122.369,372068
ELEC,Wawa - Tesla Supercharger,7408 Tonnelle Ave,North Bergen,NJ,7047,,US,E,877-798-3752,,public,40.803347,-74.019433,434862
ELEC,"WinCo Foods - Glendale, 59th & Bell #109",5850 W Bell Rd,Glendale,AZ,85308,,US,E,877-455-3833,,private,33.640637,-112.18223,303112
CNG,Smith Gas Co,1607 3rd St,Floresville,TX,78114,,US,E,830-393-2533,,private,29.130883,-98.156535,22151
CNG,York County Natural Gas Authority,975 W Main St,Rock Hill,SC,29730,,US,E,803-323-5321,,public,34.935622,-81.042552,39655
CNG,INL Atomic City,2650 W 1540 N,Blackfoot,ID,83221,,US,E,,,private,43.4465458,-112.8113372,361329
ELEC,Power Ford,1101 Montaño Rd NE,Albuquerque,NM,87107,,US,P,888-357-1009,2026-09-21,public,35.136565,-106.620698,358425
ELEC,"Raju Countryside Market (Lost Hills, CA)",21959 CA-46,Lost Hills,CA,93249,,US,P,833-632-2778,2026-09-22,private,35.61541,-119.65834,190761
ELEC,"Target T1383 (Fullerton, CA)",1893 W MALVERN AVE,FULLERTON,CA,92833,,US,E,833-632-2778,,public,33.87811,-117.96153,201841
ELEC,"Simon Orland Square (Orland Park, IL)",288 ORLAND SQUARE DR,Orland Park,IL,60462,,US,E,833-632-2778,,public,41.61708,-87.84833,170666
ELEC,"Kroger-Fred Meyer 150 (Portland, OR)",7404 N Interstate Ave,Portland,OR,97217,,US,P,833-632-2778,2026-09-23,public,45.5761,-122.67968,279355
ELEC,NYE Chevrolet,116 Broad St.,Oneida,NY,13421,,US,E,888-717-4544,,public,43.09527,-75.654118,227082
ELEC,Osseo Ford,50825 Spruce Rd,Osseo,WI,54758,,US,E,888-357-1009,,public,44.58077,-91.203285,358372
ELEC,MATHEWS Ford Sandusky DCFC's,610 East Perkins Avenue,Sandusky,OH,44870,,US,P,888-998-2546,2026-09-24,public,41.43256,-82.691232,350130
ELEC,True Zero - Costa Mesa - Harbor Blvd,2050 Harbor Blvd,Costa Mesa,CA,92627,,US,E,844-878-9376,,public,33.648692,-117.918614,61974
ELEC,Yosemite Westgate Lodge/Buck Meadows Lodge,7649 CA-120,Groveland,CA,95321,,US,E,833-632-2778,,private,37.81756,-120.05887,192748
ELEC,"Wakefern Shoprite (Flemington, NJ)",272 Rt 202 & 31,Flemington,NJ,8822,,US,E,833-632-2778,,public,40.49768,-74.85638,316282
ELEC,"Kroger City Market 440 (Montrose, CO)",16400 S Townsend Ave,Montrose,CO,81401,,US,P,833-632-2778,2026-09-25,public,38.45421,-107.86488,421195
ELEC,"Charlotte, NC",9709 Northlake Centre Parkway,Charlotte,NC,28216,,US,E,866-576-1495,,private,35.347527,-80.8576272,391193
ELEC,"CircleK - Orlando - Sand Lake, FL",6942 W Sand Lake Rd,Orlando,FL,32819,,US,E,833-505-2291,,public,28.44924,-81.47208,356110
ELEC,"Kutztown, PA Rechargery @ Sheetz - Golden Key Rd",2298 Golden Key Rd,Kutztown,PA,19530,,US,P,833-466-2474,2026-09-26,public,40.581624,-75.708005,421815
CNG,True Zero - Concord,605 Contra Costa Blvd,Concord,CA,94523,,US,E,844-878-9376,,public,37.975021,-122.064137,166214
ELEC,Pilot Travel Center 723,9601 I-40 E Exit 76,Amarillo,TX,79118,,US,E,877-455-3833,,private,35.19334,-101.72404,323680
ELEC,Parkway Ford,2104 Peters Creek Pkwy,Winston-Salem,NC,27127,,US,E,888-357-1009,,public,36.0691572,-80.2589478,358316
ELEC,"Meijer 149 (Michigan City, IN)",5120 S Franklin Street,Michigan City,IN,46360,,US,E,833-632-2778,,private,41.67383,-86.89188,279483
ELEC,Premier Co-op,10710 Poplar Ln,Bloomington,WI,53804,,US,E,608-994-3131,,private,42.864855,-90.95215,104393
CNG,McCoy's Lawn Equipment - North,8501 Research Blvd,Austin,TX,78758,,US,P,512-453-7540,2026-09-27,private,30.359681,-97.71603,26159
ELEC,Monaco Ford,30 Oak Street,Glastonbury,CT,6033,,US,E,888-998-2546,,public,41.70534175586175,-72.59343724433116,389102
CNG,Pinnacle Propane,6400 Edith Blvd,Albuquerque,NM,87107,,US,E,505-389-2620,,public,35.148213,-106.62381,82369
ELEC,Romeo Ford,128 NY-28,Kingston,NY,12401,,US,E,888-357-1009,,public,41.947007,-74.031227,390487
ELEC,"Jamestown Georgetown Park Garage (Washington, DC)",3222 M St NW,Washington,DC,20007,,US,E,833-632-2778,,private,38.905,-77.0632,279381
CNG,Clean N' Green,149 SW Kenyon St,Seattle,WA,98108,,US,E,800-950-3835,,private,47.531286,-122.336979,34206
ELEC,Superior Gas,118 Highway 48,Lineville,AL,36266,,US,E,256-901-3018,,public,33.313855,-85.741927,34248
ELEC,Menards,614 W Agency Rd,West Burlington,IA,52655,,US,E,319-754-5002,,public,40.812802,-91.162557,100245
CNG,US Energy - St. Louis,1400 S 2nd St,St. Louis,MO,63104,,US,P,800-438-7912,2026-09-28,private,38.611125,-90.193753,62914
ELEC,Cenex - Glacial Plains Co-op,1020 Atlantic Ave,Benson,MN,56215,,US,P,320-843-3999,2026-09-29,public,45.314149,-95.597034,65306
ELEC,Full Service Ranch and Feed,9810 Hornbeam Rd,Henryetta,OK,74437,,US,E,918-650-0224,,private,35.4344,-96.02537,375086
ELEC,Rapids Ford - DCFC,4330 8th Street South,Wisconsin Rapids,WI,54494,,US,E,888-998-2546,,public,44.355658483798976,-89.8181814618436,346624
ELEC,Love's Travel Stop #625,645 Chase Dr,Sidney,NE,69162,,US,P,308-254-4832,2026-09-30,public,41.1093776,-102.9526677,102735
CNG,Chevron CNG Station 387982,1767 S Old US 41,Vincennes,IN,47591,,US,E,877-872-3966,,private,38.65087,-87.5306,52206
CNG,Questar Gas - 7-Eleven,7953 S Airport Rd,West Jordan,UT,84088,,US,P,801-280-6687,2026-10-01,private,40.607539,-111.996214,23212
ELEC,"City of Needles Charging Depot (Needles, CA)",1199 Third St,Needles,CA,92363,,US,E,833-632-2778,,private,34.83878,-114.6097,170690
CNG,Chevron CNG Station 387955,2720 Needmore Rd,Dayton,OH,45414,,US,E,877-872-3966,,public,39.81954,-84.1805,60045
ELEC,Chambersburg Square,986 Norland Ave,Chambersburg,PA,17201,,US,E,800-489-1588,,private,39.9396098,-77.629143,377574
ELEC,Town & Country Supply - Bridger,209 N Main St,Bridger,MT,59014,,US,E,406-662-5106,,public,45.297417,-108.913573,62765
CNG,Clean Energy - Oklahoma City,4816 SW 29th,Oklahoma City,OK,73179,,US,E,866-278-3674,,private,35.43477,-97.60538,372208
CNG,All American Waste,19 Wheeler St,New Haven,CT,6512,,US,P,866-809-4869,2026-10-02,private,41.294864,-72.899122,62443
ELEC,Shoppes at Fairview Town Center,105 Stacy Rd,Fairview,TX,75069,,US,P,877-455-3833,2026-10-03,private,33.1310936,-96.6565457,404852
ELEC,Pilot Travel Center 146,995 US Route 9,Castleton-On-Hudson,NY,12033,,US,P,877-455-3833,2026-10-04,private,42.497906,-73.674759,330033
ELEC,Flying J 1094,1668 E. Tehachapi Blvd,Tehachapi,CA,93561,,US,P,877-455-3833,2026-10-05,public,35.1276051,-118.4147754,390375
ELEC,"PREIT Plymouth Meeting Mall (Plymouth Meeting, PA)",500 W Germantown Pik,Plymouth Meeting,PA,19642,,US,E,833-632-2778,,private,40.11691,-75.27929,190383
CNG,Alliance AutoGas - Fastrak Fuel Mart,2431 NE Broadway St,Portland,OR,97232,,US,E,833-425-8782,,private,45.535386,-122.640427,155442
ELEC,Love's Travel Stop #361,4400 S 22nd Ave E,Newton,IA,50208,,US,E,641-791-2410,,private,41.680343,-92.998153,192984
CNG,Clean Energy - College Park,4555 Edison Dr,College Park,GA,30337,,US,E,866-809-4869,,private,33.632374,-84.465773,33716
CNG,Oklahoma Natural Gas - Southern Oklahoma Development Association,1995 Veterans Blvd,Ardmore,OK,73401,,US,P,844-713-7987,2026-10-06,private,34.20293,-97.15095,743
ELEC,Pilot Travel Center 206,1201 I-20 West,Weatherford,TX,76087,,US,E,877-455-3833,,private,32.727559,-97.824027,360232
ELEC,Colt Casino,654 W. Front Street,Battle Mountain,NV,89820,,US,E,833-632-2778,,public,40.64808,-116.94306,170357
ELEC,"Orangetown Shopping Center (Orangeburg, NY)",45 ORANGETOWN ROAD,Orangeburg,NY,10962,,US,E,833-632-2778,,private,41.04588,-73.95284,221459
ELEC,Kimco Village Commons,1400 Village Square Boulevard,Tallahassee,FL,32312,,US,P,833-632-2778,2026-10-07,private,30.51117,-84.24832,127227
ELEC,SKN Property- 550 S Clovis Ave,550 S Clovis Ave,Fresno,CA,93727,,US,E,877-455-3833,,private,36.73752,-119.701303,310518
CNG,Dallas Area Rapid Transit - Glenn Heights Park & Ride,1200 E Bear Creek Rd,Glenn Heights,TX,75154,,US,E,214-979-1111,,public,32.5596,-96.82776,354759
ELEC,"Fredericksburg, VA",137 Spotsylvania Mall Dr,Fredericksburg,VA,22407,,US,P,866-576-1495,2026-10-08,public,38.2916502,-77.5086609,391252
ELEC,"Vista Medical Center (Vista, CA)",780 SHADOWRIDGE DRIVE,Vista,CA,92083,,US,E,833-632-2778,,private,33.16662,-117.2219,185257
ELEC,"Southampton, NY",1 Montauk Highway,Southampton,NY,11968,,US,E,866-576-1495,,public,40.8986727,-72.3723695,417706
CNG,Kwik Trip #871,5821 Green Valley Rd,Oshkosh,WI,54904,,US,P,920-232-1278,2026-10-09,private,44.100798,-88.541833,52506
ELEC,"Lee Vining, CA",22 Vista Point Road,Lee Vining,CA,93541,,US,E,866-576-1495,,private,37.9472632,-119.1123436,391225
ELEC,"Target T1795 (Port Orange, FL)",1771 Dunlawton Ave,Port Orange,FL,32127,,US,E,833-632-2778,,private,29.10887,-81.02801,279373
ELEC,Pilot Travel Center 133,109450 US-97,Chemult,OR,97731,,US,E,877-455-3833,,public,43.2157,-121.78329,396083
ELEC,LITTLE TURTLE RV PARK,114161 Highway 69,Eufaula,OK,74432,,US,P,479-685-8733,2026-10-10,public,35.36086,-95.5734,375052
